Rank,Name,Revenue ($M),Revenue % change,Profit ($M),Profit % change,Assets ($M),Market Value ($M),Change in rank (1000),Employees,Change in rank (500),Year,Revenue_cat,Filter_cat,Profit ($M)_cat,Assets ($M)_cat,Market Value ($M)_cat,Employees_cat,Revenue_cat_1,Revenue_cat_2,Revenue_cat_3,Filter_cat_0,Filter_cat_1,Filter_cat_2,Profit ($M)_cat_1,Profit ($M)_cat_2,Profit ($M)_cat_3,Profit ($M)_cat_4,Profit ($M)_cat_5,Assets ($M)_cat_1,Assets ($M)_cat_2,Assets ($M)_cat_3,Assets ($M)_cat_4,Assets ($M)_cat_5,Market Value ($M)_cat_1,Market Value ($M)_cat_2,Market Value ($M)_cat_3,Market Value ($M)_cat_4,Market Value ($M)_cat_5,Employees_cat_1,Employees_cat_2,Employees_cat_3,Employees_cat_4,Employees_cat_5
319,Avis Budget Group,8659.0,1.8,163.0,-47.9,17643.0,2528.0,11,25600,11,2017,2,0,2,5,2,5,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
320,Reliance Steel & Aluminum,8613.0,-7.9,304.3,-2.3,7411.0,5830.0,-17,14500,-17,2017,2,0,3,4,3,4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
321,GameStop,8608.0,-8.1,353.2,-12.3,4976.0,2282.0,-19,41750,-19,2017,2,0,4,3,2,5,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
322,Tenneco,8599.0,4.8,363.0,47.0,4342.0,3390.0,12,31000,12,2017,2,0,4,3,2,5,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
323,O'Reilly Automotive,8593.0,7.9,1037.7,11.4,7204.0,24730.0,19,58397,19,2017,2,0,5,4,5,5,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
325,United Natural Foods,8470.0,3.5,125.8,-9.3,2852.0,2187.0,10,9554,10,2017,2,0,2,2,2,3,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
327,Boston Scientific,8386.0,12.2,347.0,0.0,18096.0,34046.0,32,27000,32,2017,2,0,4,5,5,5,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
328,Newmont Mining,8379.0,8.4,-627.0,-385.0,21031.0,17518.0,21,12438,21,2017,2,0,1,5,5,3,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
330,Live Nation Entertainment,8355.0,15.3,2.9,0.0,6764.0,6219.0,36,11500,36,2017,2,0,1,3,3,3,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
331,Veritiv,8327.0,-4.5,21.0,-21.3,2484.0,813.0,-8,8700,-8,2017,2,0,1,2,1,3,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
332,News Corp.,8319.0,-3.6,179.0,0.0,15483.0,7559.0,-5,24000,-5,2017,2,0,3,5,4,5,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
333,Crown Holdings,8284.0,-5.5,496.0,26.2,9599.0,7367.0,-12,23992,-12,2017,2,0,4,4,4,5,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
334,Global Partners,8240.0,-20.1,-199.4,-557.8,2564.0,663.0,-58,1770,-58,2017,2,0,1,2,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
335,PVH,8203.0,2.3,549.0,-4.1,11068.0,8092.0,5,26650,5,2017,2,0,4,4,4,5,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
336,Level 3 Communications,8172.0,-0.7,677.0,-80.3,24888.0,20638.0,-3,12600,-3,2017,2,0,5,5,5,3,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
337,Navistar International,8111.0,-20.0,-97.0,0.0,5653.0,2416.0,-56,11300,-56,2017,2,0,1,3,2,3,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
338,Univar,8074.0,-10.1,-68.4,-514.5,5390.0,4293.0,-23,8700,-23,2017,2,0,1,3,3,3,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
339,Campbell Soup,7961.0,-1.5,563.0,-18.5,7837.0,17423.0,-2,16500,-2,2017,2,0,4,4,5,4,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
340,Dick's Sporting Goods,7922.0,9.0,287.4,-13.0,4058.0,5489.0,25,27550,25,2017,2,0,3,2,3,5,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
341,Weyerhaeuser,7902.0,11.6,1027.0,103.0,19243.0,25451.0,32,10400,32,2017,2,0,5,5,5,3,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
345,Interpublic Group,7847.0,3.1,608.5,33.9,12485.0,9648.0,10,49800,10,2017,2,0,4,4,4,5,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
346,J.M. Smucker,7811.0,37.2,688.7,99.7,15984.0,15263.0,106,6910,106,2017,2,0,5,5,5,2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
347,Steel Dynamics,7777.0,2.4,382.1,0.0,6424.0,8425.0,9,7695,9,2017,2,0,4,3,4,2,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
348,Foot Locker,7766.0,4.8,664.0,22.7,3840.0,9818.0,13,32965,13,2017,2,0,5,2,4,5,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
349,Western Refining,7743.0,-20.9,124.9,-69.3,5560.0,3812.0,-60,7134,-60,2017,2,0,2,3,3,2,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
350,SpartanNash,7735.0,1.1,56.8,-9.4,1930.0,1313.0,1,11500,1,2017,2,0,2,1,1,3,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
351,Dean Foods,7710.0,-5.1,119.9,0.0,2606.0,1786.0,-15,17000,-15,2017,2,0,2,2,2,4,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
352,Zimmer Biomet Holdings,7684.0,28.1,305.9,108.1,26684.0,24571.0,79,18500,79,2017,2,0,3,5,5,4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
353,PulteGroup,7669.0,28.2,602.7,22.0,10178.0,7466.0,80,4623,80,2017,2,0,4,4,4,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
354,W.R. Berkley,7654.0,6.2,601.9,19.5,23365.0,8561.0,14,7608,14,2017,2,0,4,5,4,2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
355,Quanta Services,7651.0,0.2,198.4,-36.2,5354.0,5386.0,-3,28100,-3,2017,2,0,3,3,3,5,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
358,Eversource Energy,7639.0,-4.0,942.3,7.3,32053.0,18627.0,-15,7762,-15,2017,2,0,5,5,5,2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
359,Anixter International,7625.0,15.6,120.5,-5.6,4094.0,2626.0,32,8900,32,2017,2,0,2,2,2,3,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
360,EMCOR Group,7552.0,12.3,181.9,5.6,3894.0,3756.0,21,31000,21,2017,2,0,3,2,3,5,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
361,Assurant,7532.0,-27.1,565.4,299.4,29709.0,5298.0,-86,14700,-86,2017,2,0,4,5,3,4,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
362,CenterPoint Energy,7528.0,1.9,432.0,0.0,21829.0,11882.0,1,7727,1,2017,2,0,4,5,4,2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
363,Harris,7527.0,48.1,324.0,-3.0,11996.0,13849.0,142,21000,0,2017,2,0,3,4,5,4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
364,HD Supply Holdings,7524.0,-14.3,196.0,-86.7,5707.0,8296.0,-44,14000,-44,2017,2,0,3,3,4,4,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
365,PPL,7517.0,-2.0,1902.0,178.9,38315.0,25448.0,-15,12689,-15,2017,2,0,5,5,5,3,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
366,Quest Diagnostics,7515.0,0.3,645.0,-9.0,10100.0,13501.0,-8,43000,-8,2017,2,0,5,4,4,5,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
367,Williams,7499.0,1.9,-424.0,0.0,46835.0,24436.0,-3,5604,-3,2017,2,0,1,5,5,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
368,WEC Energy Group,7472.0,26.1,939.0,47.1,30123.0,19134.0,69,8074,69,2017,2,0,5,5,5,2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
369,Hershey,7440.0,0.7,720.0,40.4,5524.0,23236.0,-7,17140,-7,2017,2,0,5,3,5,4,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
370,AGCO,7411.0,-0.8,160.1,-39.9,7168.0,4783.0,-10,19795,-10,2017,2,0,2,4,3,4,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
371,Ralph Lauren,7405.0,-2.8,396.0,-43.6,6213.0,6710.0,-17,20500,-17,2017,2,0,4,3,3,4,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
372,Masco,7357.0,-6.9,491.0,38.3,5137.0,10888.0,-27,26000,-27,2017,2,0,4,3,4,5,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
373,WESCO International,7336.0,-2.4,101.6,-51.8,4491.0,3389.0,-16,9000,-16,2017,2,0,2,3,2,3,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
374,LifePoint Health,7274.0,20.9,121.9,-33.0,6319.0,2616.0,56,47000,56,2017,2,0,2,3,2,5,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
377,Mosaic,7163.0,-19.5,297.8,-70.2,16841.0,10242.0,-61,8700,-61,2017,2,0,3,5,4,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
378,Alliance Data Systems,7138.0,10.8,515.8,-13.5,25514.0,13925.0,26,17000,26,2017,2,0,4,5,5,4,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
379,Computer Sciences,7106.0,-41.7,251.0,0.0,7736.0,9746.0,-146,59000,-146,2017,2,0,3,4,4,5,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
380,Huntington Ingalls Industries,7068.0,0.7,573.0,41.8,6352.0,9265.0,-2,37000,-2,2017,2,0,4,3,4,5,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
381,Leidos Holdings,7043.0,38.5,244.0,-3.9,9132.0,7696.0,123,32000,0,2017,2,0,3,4,4,5,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
383,Tesla,7000.0,73.0,-674.9,0.0,22664.0,45390.0,205,30025,0,2017,2,0,1,5,5,5,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
384,Ascena Retail Group,6995.0,45.6,-11.9,0.0,5506.0,830.0,139,41000,0,2017,2,0,1,3,1,5,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
388,R.R. Donnelley & Sons,6896.0,-38.7,-495.9,-428.2,4285.0,846.0,-133,44360,-133,2017,2,0,1,3,1,5,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
390,Quintiles IMS Holdings,6878.0,19.9,115.0,-70.3,21208.0,18999.0,57,50000,57,2017,2,0,2,5,5,5,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
392,Dover,6794.0,-3.3,508.9,-41.5,10116.0,12502.0,-15,29000,-15,2017,2,0,4,4,4,5,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
393,Spirit AeroSystems Holdings,6793.0,2.2,469.7,-40.4,5405.0,6900.0,-4,14400,-4,2017,2,0,4,3,3,4,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
394,Ryder System,6787.0,3.3,262.5,-13.9,10903.0,3992.0,1,34500,1,2017,2,0,3,4,3,5,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
395,A-Mark Precious Metals,6784.0,11.8,9.3,31.5,437.0,120.0,31,83,31,2017,2,0,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
396,Tractor Supply,6780.0,8.9,437.1,6.5,2675.0,8960.0,19,19500,19,2017,2,0,4,2,4,4,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
397,Sealed Air,6778.0,-3.6,486.4,45.0,7389.0,8432.0,-22,23000,-22,2017,2,0,4,4,4,5,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
400,Calpine,6716.0,3.8,92.0,-60.9,19317.0,3989.0,2,2372,2,2017,2,0,2,5,3,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
401,Owens-Illinois,6702.0,8.9,209.0,54.8,9135.0,3316.0,17,27000,17,2017,2,0,3,4,2,5,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
402,Targa Resources,6691.0,0.5,-187.3,-421.3,12871.0,11743.0,-15,1970,-15,2017,2,0,1,4,4,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
403,JetBlue Airways,6632.0,3.4,759.0,12.1,9487.0,6875.0,2,15986,2,2017,2,0,5,4,3,4,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
405,Franklin Resources,6618.0,-16.7,1726.7,-15.2,16099.0,23823.0,-61,9059,-61,2017,2,0,5,5,5,3,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
406,Activision Blizzard,6608.0,41.7,966.0,8.3,17452.0,37487.0,126,9500,0,2017,2,0,5,5,5,3,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
407,J.B. Hunt Transport Services,6556.0,5.9,432.1,1.1,3829.0,10212.0,9,22190,9,2017,2,0,4,2,4,4,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
408,Constellation Brands,6548.0,8.6,1054.9,25.7,16965.0,31775.0,21,9000,21,2017,2,0,5,5,5,3,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
409,NCR,6543.0,2.7,270.0,0.0,7673.0,5620.0,0,33500,0,2017,2,0,3,4,3,5,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
410,Asbury Automotive Group,6528.0,-0.9,167.2,-1.2,2336.0,1271.0,-17,7900,-17,2017,2,0,3,1,1,2,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
412,Discovery Communications,6497.0,1.6,1194.0,15.5,15758.0,11306.0,-6,7000,-6,2017,2,0,5,5,4,2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
413,Berry Global Group,6489.0,32.9,236.0,174.4,7653.0,6256.0,105,21000,0,2017,2,0,3,4,3,4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
414,Sanmina,6481.0,1.7,187.8,-50.2,3625.0,3016.0,-6,40178,-6,2017,2,0,3,2,2,5,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
415,CalAtlantic Group,6477.0,83.0,484.7,127.0,8709.0,4291.0,225,3055,0,2017,2,0,4,4,3,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
416,Dr Pepper Snapple Group,6440.0,2.5,847.0,10.9,9791.0,17997.0,-3,20000,-3,2017,2,0,5,4,5,4,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
417,Dillard's,6418.0,-5.0,169.2,-37.2,3888.0,1645.0,-37,30800,-37,2017,2,0,3,2,2,5,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
418,HRG Group,6403.0,10.1,-198.8,0.0,35793.0,3869.0,23,16021,23,2017,2,0,1,5,3,4,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
419,CMS Energy,6399.0,-0.9,551.0,5.4,21622.0,12528.0,-16,7750,-16,2017,2,0,4,5,4,2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
421,Builders FirstSource,6367.0,78.6,144.3,0.0,2910.0,1669.0,216,14000,0,2017,2,0,2,2,2,4,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
423,Casey's General Stores,6304.0,-10.6,226.0,25.1,2726.0,4400.0,-49,24724,-49,2017,2,0,3,2,3,5,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
424,Amphenol,6286.0,12.9,822.9,7.8,8499.0,21897.0,38,62000,38,2017,2,0,5,4,5,5,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
425,Oshkosh,6279.0,3.0,216.4,-5.7,4514.0,5118.0,-1,13800,-1,2017,2,0,3,3,3,4,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
426,iHeartMedia,6274.0,0.5,-296.3,0.0,12862.0,330.0,-12,18700,-12,2017,2,0,1,4,1,4,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
427,TreeHouse Foods,6175.0,92.6,-228.6,-298.9,6546.0,4813.0,259,16027,0,2017,2,0,1,3,3,4,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
428,Alleghany,6131.0,22.6,456.9,-18.5,23757.0,9476.0,81,3420,0,2017,2,0,4,5,4,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
429,Expeditors International of Washington,6098.0,-7.8,430.8,-5.8,2791.0,10208.0,-39,16000,-39,2017,2,0,4,2,4,4,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
430,Avery Dennison,6087.0,2.0,320.7,16.9,4396.0,7157.0,5,25000,5,2017,2,0,3,3,4,5,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
431,Ameren,6076.0,-0.4,653.0,3.7,24699.0,13245.0,-6,8629,-6,2017,2,0,5,5,4,3,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
433,Motorola Solutions,6038.0,6.0,560.0,-8.2,8463.0,14131.0,18,14000,18,2017,2,0,4,4,5,4,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
435,Harley-Davidson,5997.0,0.0,692.2,-8.0,9890.0,10626.0,-3,6000,-3,2017,2,0,5,4,4,2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
438,Alaska Air Group,5931.0,5.9,814.0,-4.0,9962.0,11407.0,21,19112,21,2017,2,0,5,4,4,4,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
439,Old Republic International,5901.0,2.3,466.9,10.6,18592.0,5382.0,3,8500,3,2017,2,0,4,5,3,3,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
440,Lam Research,5886.0,11.9,914.0,39.4,12272.0,20903.0,51,7500,51,2017,2,0,5,4,5,2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
441,AK Steel Holding,5883.0,-12.1,-7.8,0.0,4036.0,2263.0,-58,8500,-58,2017,2,0,1,2,2,3,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
442,Rockwell Automation,5880.0,-6.8,729.7,-11.8,7101.0,20024.0,-30,22000,-30,2017,2,0,5,3,5,4,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
444,Avon Products,5853.0,-18.4,-107.6,0.0,3419.0,1933.0,-74,26400,-74,2017,2,0,1,2,2,5,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
445,Terex,5841.0,-10.7,-176.1,-220.7,5007.0,3250.0,-49,18100,-49,2017,2,0,1,3,2,4,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
446,NVR,5835.0,12.9,425.3,11.1,2644.0,7851.0,52,4900,52,2017,2,0,4,2,4,2,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
447,Dana,5826.0,-3.9,640.0,302.5,4860.0,2783.0,-19,24900,-19,2017,2,0,5,3,2,5,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
448,Realogy Holdings,5810.0,1.8,213.0,15.8,7421.0,4173.0,1,11800,1,2017,2,0,3,4,3,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
450,Packaging Corp. of America,5779.0,0.6,449.6,2.9,5777.0,8631.0,-4,14000,-4,2017,2,0,4,3,4,4,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
452,United Rentals,5762.0,-0.9,566.0,-3.2,11988.0,10561.0,-12,12500,-12,2017,2,0,4,4,4,3,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
453,Clorox,5761.0,1.7,648.0,11.7,4518.0,17294.0,2,8000,2,2017,2,0,5,3,5,2,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
456,Ingredion,5704.0,1.5,484.9,20.6,5782.0,8646.0,0,11000,0,2017,2,0,4,3,4,3,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
457,UGI,5686.0,-15.0,364.7,29.8,10847.0,8543.0,-73,13105,-73,2017,2,0,4,4,4,4,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
458,Owens Corning,5677.0,6.1,393.0,19.1,7741.0,6910.0,22,16000,22,2017,2,0,4,4,3,4,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
459,S&P Global,5661.0,6.6,2106.0,82.2,8669.0,33805.0,22,20000,22,2017,2,0,5,4,5,4,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
460,Markel,5612.0,4.5,455.7,-21.8,25875.0,13623.0,16,10900,16,2017,2,0,4,5,4,3,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
461,Wyndham Worldwide,5599.0,1.1,611.0,-0.2,9819.0,8829.0,5,37800,5,2017,2,0,4,4,4,5,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
462,Arthur J. Gallagher,5595.0,3.8,414.4,16.1,11490.0,10148.0,9,24790,9,2017,2,0,4,4,4,5,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
463,Burlington Stores,5591.0,9.0,215.9,43.5,2575.0,6836.0,37,40000,37,2017,2,0,3,2,3,5,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
464,First American Financial,5576.0,7.7,343.0,19.1,8832.0,4332.0,33,19531,33,2017,2,0,4,4,3,4,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
466,Patterson,5555.0,27.0,187.2,-16.2,3521.0,4393.0,93,7000,0,2017,2,0,3,2,3,2,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
467,Olin,5551.0,94.5,-3.9,0.0,8763.0,5444.0,294,6400,0,2017,2,0,1,4,3,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
468,NetApp,5546.0,-9.4,229.0,-59.1,10037.0,11339.0,-46,12030,-46,2017,2,0,3,4,4,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
469,Raymond James Financial,5520.0,4.0,529.4,5.4,31594.0,10958.0,13,11900,13,2017,2,0,4,5,4,3,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
470,TravelCenters of America,5511.0,-5.8,-2.0,-107.3,1660.0,241.0,-31,20259,-31,2017,2,0,1,1,1,4,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
